,hex9,cnt
925,892a1005853ffff,91
926,892a1005857ffff,82
927,892a100585bffff,94
928,892a1005863ffff,112
929,892a1005867ffff,13
930,892a100586bffff,30
931,892a1005873ffff,79
932,892a1005877ffff,115
933,892a100587bffff,86
934,892a100588bffff,44
935,892a10058c3ffff,49
936,892a10058c7ffff,91
937,892a10058cbffff,79
938,892a10058cfffff,72
939,892a10058d3ffff,115
940,892a10058d7ffff,68
941,892a10058dbffff,91
942,892a1005943ffff,56
943,892a100594bffff,112
944,892a100594fffff,72
945,892a1005953ffff,15
946,892a100595bffff,54
947,892a100596bffff,37
948,892a100597bffff,23
949,892a1005a03ffff,148
950,892a1005a07ffff,55
951,892a1005a0bffff,138
952,892a1005a0fffff,107
953,892a1005a13ffff,79
954,892a1005a17ffff,158
955,892a1005a1bffff,123
956,892a1005a23ffff,84
957,892a1005a27ffff,84
958,892a1005a2bffff,109
959,892a1005a2fffff,78
960,892a1005a33ffff,68
961,892a1005a37ffff,161
962,892a1005a3bffff,77
963,892a1005a43ffff,52
964,892a1005a47ffff,97
965,892a1005a4bffff,90
966,892a1005a4fffff,87
967,892a1005a53ffff,112
968,892a1005a57ffff,61
969,892a1005a5bffff,121
970,892a1005a63ffff,20
971,892a1005a67ffff,134
972,892a1005a6bffff,65
973,892a1005a6fffff,136
974,892a1005a73ffff,1
975,892a1005a77ffff,131
976,892a1005a7bffff,9
977,892a1005a83ffff,92
978,892a1005a87ffff,69
979,892a1005a8bffff,101
980,892a1005a8fffff,48
981,892a1005a93ffff,71
982,892a1005a97ffff,115
983,892a1005a9bffff,104
984,892a1005aa3ffff,39
985,892a1005aa7ffff,71
986,892a1005aabffff,42
987,892a1005aafffff,58
988,892a1005ab3ffff,78
989,892a1005ab7ffff,115
990,892a1005abbffff,339
991,892a1005ac3ffff,112
992,892a1005ac7ffff,79
993,892a1005acbffff,72
994,892a1005acfffff,147
995,892a1005ad3ffff,75
996,892a1005ad7ffff,58
997,892a1005adbffff,117
998,892a1005b03ffff,73
999,892a1005b07ffff,110
1000,892a1005b0bffff,73
1001,892a1005b0fffff,87
1002,892a1005b13ffff,148
1003,892a1005b17ffff,64
1004,892a1005b1bffff,133
1005,892a1005b23ffff,69
1006,892a1005b27ffff,77
1007,892a1005b2bffff,26
1008,892a1005b2fffff,51
1009,892a1005b33ffff,77
1010,892a1005b37ffff,86
1011,892a1005b3bffff,85
1012,892a1005b43ffff,103
1013,892a1005b47ffff,154
1014,892a1005b4bffff,94
1015,892a1005b4fffff,108
1016,892a1005b53ffff,143
1017,892a1005b57ffff,75
1018,892a1005b5bffff,90
1019,892a1005b63ffff,100
1020,892a1005b67ffff,59
1021,892a1005b6bffff,139
1022,892a1005b6fffff,60
1023,892a1005b73ffff,71
1024,892a1005b77ffff,126
1025,892a1005b7bffff,81
1026,892a1005b83ffff,122
1027,892a1005b87ffff,130
1028,892a1005b8bffff,78
1029,892a1005b8fffff,130
1030,892a1005b93ffff,77
1031,892a1005b97ffff,103
1032,892a1005b9bffff,68
1033,892a1005ba3ffff,96
1034,892a1005ba7ffff,105
1035,892a1005babffff,69
1036,892a1005bafffff,72
1037,892a1005bb3ffff,80
1038,892a1005bb7ffff,81
1039,892a1005bbbffff,149
1040,892a1005bc3ffff,91
1041,892a1005bc7ffff,60
1042,892a1005bcbffff,129
1043,892a1005bcfffff,87
1044,892a1005bd3ffff,47
1045,892a1005bd7ffff,84
1046,892a1005bdbffff,117
1047,892a1005c4bffff,51
1048,892a1005c4fffff,155
1049,892a1005c5bffff,48
1050,892a1005c6bffff,36
1051,892a1005c6fffff,11
1052,892a1005c7bffff,58
1053,892a1005e03ffff,99
