,hex9,cnt
979,892a1005b43ffff,36
980,892a1005b47ffff,81
981,892a1005b4bffff,37
982,892a1005b4fffff,103
983,892a1005b53ffff,114
984,892a1005b57ffff,169
985,892a1005b5bffff,41
986,892a1005b63ffff,84
987,892a1005b67ffff,8
988,892a1005b6bffff,28
989,892a1005b6fffff,70
990,892a1005b73ffff,53
991,892a1005b77ffff,23
992,892a1005b7bffff,192
993,892a1005b83ffff,51
994,892a1005b87ffff,47
995,892a1005b8bffff,60
996,892a1005b8fffff,42
997,892a1005b93ffff,10
998,892a1005b97ffff,96
999,892a1005b9bffff,63
1000,892a1005ba3ffff,27
1001,892a1005ba7ffff,103
1002,892a1005babffff,73
1003,892a1005bafffff,25
1004,892a1005bb3ffff,12
1005,892a1005bb7ffff,101
1006,892a1005bbbffff,76
1007,892a1005bc3ffff,54
1008,892a1005bc7ffff,47
1009,892a1005bcbffff,64
1010,892a1005bcfffff,45
1011,892a1005bd3ffff,29
1012,892a1005bd7ffff,96
1013,892a1005bdbffff,15
1014,892a1005c4bffff,131
1015,892a1005c4fffff,24
1016,892a1005c5bffff,18
1017,892a1005c6bffff,130
1018,892a1005c6fffff,2
1019,892a1005c7bffff,9
1020,892a1005e03ffff,94
1021,892a1005e07ffff,184
1022,892a1005e0bffff,89
1023,892a1005e0fffff,129
1024,892a1005e13ffff,248
1025,892a1005e17ffff,123
1026,892a1005e1bffff,174
1027,892a1005e23ffff,170
1028,892a1005e27ffff,91
1029,892a1005e2bffff,192
1030,892a1005e2fffff,117
1031,892a1005e33ffff,84
1032,892a1005e37ffff,37
1033,892a1005e3bffff,105
1034,892a1005e43ffff,171
1035,892a1005e47ffff,176
1036,892a1005e4bffff,235
1037,892a1005e4fffff,203
1038,892a1005e53ffff,163
1039,892a1005e57ffff,58
1040,892a1005e5bffff,174
1041,892a1005e63ffff,164
1042,892a1005e67ffff,212
1043,892a1005e6bffff,102
1044,892a1005e6fffff,55
1045,892a1005e73ffff,71
1046,892a1005e77ffff,149
1047,892a1005e7bffff,233
