,hex9,cnt
812,892a10055b3ffff,19
813,892a10055b7ffff,40
814,892a10055bbffff,32
815,892a10055c3ffff,3
816,892a10055c7ffff,1
817,892a10055cbffff,5
818,892a10055cfffff,19
819,892a10055dbffff,10
820,892a1005603ffff,3
821,892a1005607ffff,68
822,892a100560bffff,163
823,892a100560fffff,104
824,892a1005613ffff,5
825,892a1005617ffff,3
826,892a100561bffff,10
827,892a1005623ffff,4
828,892a1005627ffff,5
829,892a100562bffff,54
830,892a100562fffff,15
831,892a1005633ffff,55
832,892a1005637ffff,19
833,892a100563bffff,66
834,892a1005643ffff,152
835,892a1005647ffff,400
836,892a100564bffff,15
837,892a100564fffff,59
838,892a1005653ffff,5
839,892a1005657ffff,134
840,892a100565bffff,10
841,892a1005663ffff,225
842,892a1005667ffff,140
843,892a100566bffff,168
844,892a100566fffff,165
845,892a1005673ffff,181
846,892a1005677ffff,254
847,892a100567bffff,307
848,892a1005683ffff,1
849,892a1005687ffff,32
850,892a1005693ffff,17
851,892a1005697ffff,7
852,892a10056abffff,34
853,892a10056b3ffff,39
854,892a10056b7ffff,5
855,892a10056c7ffff,17
856,892a10056cbffff,1
857,892a10056cfffff,2
858,892a10056dbffff,1
859,892a1005803ffff,91
860,892a1005807ffff,83
861,892a100580bffff,76
862,892a100580fffff,12
863,892a1005813ffff,8
864,892a1005817ffff,8
865,892a100581bffff,22
866,892a1005823ffff,30
867,892a1005827ffff,5
868,892a100582bffff,17
869,892a100582fffff,10
870,892a1005833ffff,7
871,892a100583bffff,11
872,892a1005843ffff,118
873,892a1005847ffff,16
874,892a100584bffff,90
875,892a100584fffff,61
876,892a1005853ffff,139
877,892a1005857ffff,51
878,892a100585bffff,46
879,892a1005863ffff,54
880,892a100586bffff,5
881,892a1005873ffff,22
882,892a1005877ffff,56
883,892a100587bffff,13
884,892a100588bffff,9
885,892a10058c3ffff,28
886,892a10058c7ffff,94
887,892a10058cbffff,24
888,892a10058cfffff,26
889,892a10058d3ffff,74
890,892a10058d7ffff,15
891,892a10058dbffff,58
892,892a1005943ffff,15
893,892a100594bffff,21
894,892a100594fffff,24
895,892a100595bffff,5
896,892a100596bffff,16
897,892a100597bffff,2
898,892a1005a03ffff,141
899,892a1005a07ffff,88
900,892a1005a0bffff,181
901,892a1005a0fffff,93
902,892a1005a13ffff,64
903,892a1005a17ffff,134
904,892a1005a1bffff,61
905,892a1005a23ffff,45
906,892a1005a27ffff,51
907,892a1005a2bffff,159
908,892a1005a2fffff,66
909,892a1005a33ffff,34
910,892a1005a37ffff,26
911,892a1005a3bffff,175
912,892a1005a43ffff,5
913,892a1005a47ffff,7
914,892a1005a4bffff,16
915,892a1005a4fffff,14
916,892a1005a53ffff,46
917,892a1005a57ffff,31
918,892a1005a5bffff,43
919,892a1005a63ffff,10
920,892a1005a67ffff,122
921,892a1005a6bffff,57
922,892a1005a6fffff,35
923,892a1005a77ffff,108
924,892a1005a83ffff,87
925,892a1005a87ffff,161
926,892a1005a8bffff,105
927,892a1005a8fffff,67
928,892a1005a93ffff,97
929,892a1005a97ffff,68
930,892a1005a9bffff,123
931,892a1005aa3ffff,89
932,892a1005aa7ffff,18
933,892a1005aabffff,79
934,892a1005aafffff,46
935,892a1005ab3ffff,156
936,892a1005ab7ffff,55
937,892a1005abbffff,143
938,892a1005ac3ffff,60
939,892a1005ac7ffff,129
940,892a1005acbffff,53
941,892a1005acfffff,43
942,892a1005ad3ffff,93
943,892a1005ad7ffff,64
944,892a1005adbffff,79
945,892a1005b03ffff,17
946,892a1005b07ffff,31
947,892a1005b0bffff,30
948,892a1005b0fffff,10
949,892a1005b13ffff,97
950,892a1005b17ffff,58
951,892a1005b1bffff,208
952,892a1005b23ffff,16
953,892a1005b27ffff,41
954,892a1005b2bffff,33
955,892a1005b2fffff,51
956,892a1005b33ffff,59
957,892a1005b37ffff,24
958,892a1005b3bffff,44
959,892a1005b43ffff,63
960,892a1005b47ffff,39
961,892a1005b4bffff,23
962,892a1005b4fffff,50
963,892a1005b53ffff,23
964,892a1005b57ffff,79
965,892a1005b5bffff,27
966,892a1005b63ffff,145
967,892a1005b67ffff,20
968,892a1005b6bffff,38
969,892a1005b6fffff,72
970,892a1005b73ffff,38
971,892a1005b77ffff,50
972,892a1005b7bffff,92
973,892a1005b83ffff,34
974,892a1005b87ffff,31
975,892a1005b8bffff,50
976,892a1005b8fffff,40
977,892a1005b93ffff,18
978,892a1005b97ffff,17
979,892a1005b9bffff,43
980,892a1005ba3ffff,76
981,892a1005ba7ffff,62
982,892a1005babffff,82
983,892a1005bafffff,64
984,892a1005bb3ffff,19
985,892a1005bb7ffff,58
986,892a1005bbbffff,138
987,892a1005bc3ffff,24
988,892a1005bc7ffff,54
989,892a1005bcbffff,71
990,892a1005bcfffff,49
991,892a1005bd3ffff,13
992,892a1005bd7ffff,93
993,892a1005bdbffff,26
994,892a1005c4bffff,32
995,892a1005c4fffff,36
996,892a1005c5bffff,19
997,892a1005c6bffff,16
998,892a1005c6fffff,7
999,892a1005c7bffff,10
1000,892a1005e03ffff,70
1001,892a1005e07ffff,29
1002,892a1005e0bffff,33
1003,892a1005e0fffff,42
1004,892a1005e13ffff,220
1005,892a1005e17ffff,76
1006,892a1005e1bffff,95
1007,892a1005e23ffff,149
1008,892a1005e27ffff,81
1009,892a1005e2bffff,136
1010,892a1005e2fffff,79
1011,892a1005e33ffff,54
1012,892a1005e37ffff,74
1013,892a1005e3bffff,90
1014,892a1005e43ffff,178
1015,892a1005e47ffff,59
1016,892a1005e4bffff,171
1017,892a1005e4fffff,57
1018,892a1005e53ffff,122
1019,892a1005e57ffff,170
1020,892a1005e5bffff,419
1021,892a1005e63ffff,90
1022,892a1005e67ffff,82
1023,892a1005e6bffff,36
1024,892a1005e6fffff,30
1025,892a1005e73ffff,37
1026,892a1005e77ffff,196
1027,892a1005e7bffff,118
1028,892a1005e83ffff,56
1029,892a1005e87ffff,107
1030,892a1005e8bffff,64
1031,892a1005e8fffff,244
1032,892a1005e93ffff,107
1033,892a1005e97ffff,151
1034,892a1005e9bffff,135
1035,892a1005ea3ffff,155
1036,892a1005ea7ffff,35
1037,892a1005eabffff,90
1038,892a1005eafffff,45
1039,892a1005eb3ffff,179
1040,892a1005eb7ffff,41
1041,892a1005ebbffff,58
1042,892a1005ec3ffff,50
1043,892a1005ec7ffff,194
1044,892a1005ecbffff,124
1045,892a1005ecfffff,211
1046,892a1005ed3ffff,125
1047,892a1005ed7ffff,190
1048,892a1005edbffff,32
1049,892a1008803ffff,14
1050,892a1008807ffff,32
